variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	intercept	notes
group_8879	5.00E-02	2.18E-02	2.12E-02	2.50E+00	6.18E-01	-1.04E-01	bad-chisq
group_8878	5.00E-02	2.18E-02	2.12E-02	2.50E+00	6.18E-01	-1.04E-01	bad-chisq
aac3IId	5.00E-02	2.18E-02	2.12E-02	2.50E+00	6.18E-01	-1.04E-01	bad-chisq
group_8877	5.00E-02	2.18E-02	2.12E-02	2.50E+00	6.18E-01	-1.04E-01	bad-chisq
sat2	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_8796	5.00E-02	1.69E-01	1.75E-01	1.16E+00	9.68E-01	-6.25E-02	bad-chisq
group_8790	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_8787	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_8774	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_8686	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_8685	5.00E-02	1.69E-01	1.75E-01	1.16E+00	9.68E-01	-6.25E-02	bad-chisq
group_8653	5.00E-02	2.18E-02	2.12E-02	2.50E+00	6.18E-01	-1.04E-01	bad-chisq
group_8647	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_8614	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_8536	5.00E-02	2.18E-02	2.12E-02	-2.50E+00	6.18E-01	1.04E-01	bad-chisq
group_8516	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_8501	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_8423	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_8411	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_8410	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_8409	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_8399	5.00E-02	2.18E-02	2.12E-02	-2.50E+00	6.18E-01	1.04E-01	bad-chisq
group_8390	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_8379	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_8377	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_8376	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_8374	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_8362	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_8317	5.00E-02	2.18E-02	2.12E-02	2.50E+00	6.18E-01	-1.04E-01	bad-chisq
group_8287	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_8261	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_8147	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_8145	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_8117	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_8094	5.00E-02	1.69E-01	1.75E-01	1.16E+00	9.68E-01	-6.25E-02	bad-chisq
group_8051	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_8022	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_7982	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_7952	5.00E-02	1.69E-01	1.75E-01	1.16E+00	9.68E-01	-6.25E-02	bad-chisq
group_7942	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_7934	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_7900	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_7896	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_7895	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_7844	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_7843	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_7803	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_7802	5.00E-02	1.69E-01	1.75E-01	1.16E+00	9.68E-01	-6.25E-02	bad-chisq
group_7763	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_7740	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_7734	5.00E-02	2.18E-02	2.12E-02	-2.50E+00	6.18E-01	1.04E-01	bad-chisq
group_7691	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_7648	5.00E-02	2.18E-02	2.12E-02	-2.50E+00	6.18E-01	1.04E-01	bad-chisq
group_7585	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_7518	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_7502	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_7476	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_7464	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_7404	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_7267	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_7252	5.00E-02	1.69E-01	1.75E-01	1.16E+00	9.68E-01	-6.25E-02	bad-chisq
group_7239	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_7226	5.00E-02	1.69E-01	1.75E-01	1.16E+00	9.68E-01	-6.25E-02	bad-chisq
group_7168	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_7143	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_7133	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_7125	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_7115	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_7067	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_7035	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_7017	5.00E-02	1.69E-01	1.75E-01	1.16E+00	9.68E-01	-6.25E-02	bad-chisq
group_7010	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_6941	5.00E-02	2.18E-02	2.12E-02	-2.50E+00	6.18E-01	1.04E-01	bad-chisq
group_6896	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_6814	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_6730	5.00E-02	1.69E-01	1.75E-01	1.16E+00	9.68E-01	-6.25E-02	bad-chisq
group_6705	5.00E-02	2.18E-02	2.12E-02	2.50E+00	6.18E-01	-1.04E-01	bad-chisq
group_6668	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_6664	5.00E-02	1.69E-01	1.75E-01	1.16E+00	9.68E-01	-6.25E-02	bad-chisq
group_6628	5.00E-02	2.18E-02	2.12E-02	-2.50E+00	6.18E-01	1.04E-01	bad-chisq
group_6582	5.00E-02	2.18E-02	2.12E-02	-2.50E+00	6.18E-01	1.04E-01	bad-chisq
group_6550	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_6540	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
racR	5.00E-02	2.18E-02	2.12E-02	-2.50E+00	6.18E-01	1.04E-01	bad-chisq
group_6407	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_6396	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_6364	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_6363	5.00E-02	1.69E-01	1.75E-01	1.16E+00	9.68E-01	-6.25E-02	bad-chisq
group_6351	5.00E-02	1.69E-01	1.75E-01	1.16E+00	9.68E-01	-6.25E-02	bad-chisq
group_6328	5.00E-02	1.69E-01	1.75E-01	1.16E+00	9.68E-01	-6.25E-02	bad-chisq
group_6291	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_6259	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_6240	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_6236	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_6178	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_6168	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_6166	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_6152	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_5947	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_5945	5.00E-02	1.69E-01	1.75E-01	1.16E+00	9.68E-01	-6.25E-02	bad-chisq
group_5935	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
dfrA17	5.00E-02	2.18E-02	2.12E-02	2.50E+00	6.18E-01	-1.04E-01	bad-chisq
group_5877	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_5855	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_5847	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_5826	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_5815	5.00E-02	1.69E-01	1.75E-01	1.16E+00	9.68E-01	-6.25E-02	bad-chisq
group_5773	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_5686	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_5580	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_5477	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
zorB	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_5336	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_5301	5.00E-02	1.69E-01	1.75E-01	1.16E+00	9.68E-01	-6.25E-02	bad-chisq
aadA5	5.00E-02	2.18E-02	2.12E-02	2.50E+00	6.18E-01	-1.04E-01	bad-chisq
group_5259	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_5249	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_5227	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_5226	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
uspA	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_5134	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_5130	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_4985	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_4955	5.00E-02	2.18E-02	2.12E-02	2.50E+00	6.18E-01	-1.04E-01	bad-chisq
group_4949	5.00E-02	1.69E-01	1.75E-01	1.16E+00	9.68E-01	-6.25E-02	bad-chisq
group_4906	5.00E-02	2.18E-02	2.12E-02	-2.50E+00	6.18E-01	1.04E-01	bad-chisq
group_4880	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_4762	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_4665	5.00E-02	1.69E-01	1.75E-01	1.16E+00	9.68E-01	-6.25E-02	bad-chisq
group_4625	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_4606	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_4605	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_4587	5.00E-02	1.69E-01	1.75E-01	1.16E+00	9.68E-01	-6.25E-02	bad-chisq
group_4580	5.00E-02	1.69E-01	1.75E-01	1.16E+00	9.68E-01	-6.25E-02	bad-chisq
group_4533	5.00E-02	2.18E-02	2.12E-02	-2.50E+00	6.18E-01	1.04E-01	bad-chisq
group_4501	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_4494	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_4399	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_4359	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_4357	5.00E-02	1.69E-01	1.75E-01	1.16E+00	9.68E-01	-6.25E-02	bad-chisq
group_4355	5.00E-02	1.69E-01	1.75E-01	1.16E+00	9.68E-01	-6.25E-02	bad-chisq
group_4345	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_4244	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_4173	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_4081	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_4061	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_4027	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_4018	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_3852	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_3807	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_3806	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_3765	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_3761	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_3753	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_3741	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_3707	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_3687	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_3639	5.00E-02	1.69E-01	1.75E-01	1.16E+00	9.68E-01	-6.25E-02	bad-chisq
group_3613	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_3581	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_3571	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
yfdR	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_3505	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_3480	5.00E-02	2.18E-02	2.12E-02	-2.50E+00	6.18E-01	1.04E-01	bad-chisq
group_3461	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_3452	5.00E-02	2.18E-02	2.12E-02	-2.50E+00	6.18E-01	1.04E-01	bad-chisq
group_3423	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_3353	5.00E-02	1.69E-01	1.75E-01	1.16E+00	9.68E-01	-6.25E-02	bad-chisq
group_3352	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_3316	5.00E-02	1.69E-01	1.75E-01	1.16E+00	9.68E-01	-6.25E-02	bad-chisq
group_3298	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_3296	5.00E-02	2.18E-02	2.12E-02	-2.50E+00	6.18E-01	1.04E-01	bad-chisq
group_3263	5.00E-02	2.18E-02	2.12E-02	-2.50E+00	6.18E-01	1.04E-01	bad-chisq
group_3241	5.00E-02	2.18E-02	2.12E-02	2.50E+00	6.18E-01	-1.04E-01	bad-chisq
yubB	5.00E-02	1.69E-01	1.75E-01	1.16E+00	9.68E-01	-6.25E-02	bad-chisq
group_3222	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_3175	5.00E-02	2.18E-02	2.12E-02	2.50E+00	6.18E-01	-1.04E-01	bad-chisq
yfdQ	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_3116	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_3066	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_2979	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_2820	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_2766	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_2738	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_2717	5.00E-02	2.18E-02	2.12E-02	-2.50E+00	6.18E-01	1.04E-01	bad-chisq
group_2666	5.00E-02	2.18E-02	2.12E-02	-2.50E+00	6.18E-01	1.04E-01	bad-chisq
group_2585	5.00E-02	1.69E-01	1.75E-01	1.16E+00	9.68E-01	-6.25E-02	bad-chisq
group_2545	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_2534	5.00E-02	1.69E-01	1.75E-01	1.16E+00	9.68E-01	-6.25E-02	bad-chisq
group_2468	5.00E-02	2.18E-02	2.12E-02	-2.50E+00	6.18E-01	1.04E-01	bad-chisq
group_2448	5.00E-02	1.69E-01	1.75E-01	1.16E+00	9.68E-01	-6.25E-02	bad-chisq
group_2435	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_2398	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_2361	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_2309	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_2260	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_2252	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_2223	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_2183	5.00E-02	1.69E-01	1.75E-01	1.16E+00	9.68E-01	-6.25E-02	bad-chisq
group_2172	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_2169	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_2140	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_2138	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_2137	5.00E-02	1.69E-01	1.75E-01	1.16E+00	9.68E-01	-6.25E-02	bad-chisq
group_2081	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_2072	5.00E-02	2.18E-02	2.12E-02	2.50E+00	6.18E-01	-1.04E-01	bad-chisq
group_2045	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_2036	5.00E-02	1.69E-01	1.75E-01	1.16E+00	9.68E-01	-6.25E-02	bad-chisq
group_2035	5.00E-02	1.69E-01	1.75E-01	1.16E+00	9.68E-01	-6.25E-02	bad-chisq
group_2022	5.00E-02	2.18E-02	2.12E-02	-2.50E+00	6.18E-01	1.04E-01	bad-chisq
group_1972	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_1958	5.00E-02	2.18E-02	2.12E-02	-2.50E+00	6.18E-01	1.04E-01	bad-chisq
group_1868	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_1867	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_1777	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_1710	5.00E-02	2.18E-02	2.12E-02	2.50E+00	6.18E-01	-1.04E-01	bad-chisq
group_1616	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_1570	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_1502	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_1421	5.00E-02	1.69E-01	1.75E-01	1.16E+00	9.68E-01	-6.25E-02	bad-chisq
group_1345	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_1319	5.00E-02	1.69E-01	1.75E-01	1.16E+00	9.68E-01	-6.25E-02	bad-chisq
group_1185	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
zorC	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_988	5.00E-02	2.18E-02	2.12E-02	2.50E+00	6.18E-01	-1.04E-01	bad-chisq
group_918	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_917	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_886	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_711	5.00E-02	1.69E-01	1.75E-01	1.16E+00	9.68E-01	-6.25E-02	bad-chisq
group_656	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_639	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_585	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_551	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_502	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_497	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_476	5.00E-02	1.69E-01	1.75E-01	1.16E+00	9.68E-01	-6.25E-02	bad-chisq
group_473	5.00E-02	1.69E-01	1.75E-01	1.16E+00	9.68E-01	-6.25E-02	bad-chisq
group_447	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_431	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
trbF	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_414	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_404	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_398	5.00E-02	2.18E-02	2.12E-02	-2.50E+00	6.18E-01	1.04E-01	bad-chisq
group_394	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_368	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_321	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
group_309	5.00E-02	2.18E-02	2.12E-02	-2.50E+00	6.18E-01	1.04E-01	bad-chisq
group_209	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_168	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
arsH	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_124	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_121	5.00E-02	2.18E-02	2.12E-02	2.50E+00	6.18E-01	-1.04E-01	bad-chisq
zorD	5.00E-02	1.69E-01	1.75E-01	-1.16E+00	9.68E-01	6.25E-02	bad-chisq
group_117	5.00E-02	6.46E-01	5.54E-01	-3.57E-01	1.10E+00	2.08E-02	bad-chisq
